,genome_id,genome_name,taxon_id,antibiotic,resistant_phenotype,measurement,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_method_version,laboratory_typing_platform,vendor,testing_standard,testing_standard_year,source
134033,562.773,Escherichia coli strain 100383_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
134050,562.779,Escherichia coli strain 100446,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
134067,562.7567,Escherichia coli strain 100554_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
134084,562.7783,Escherichia coli strain 100600_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
134115,562.7643,Escherichia coli strain 102010_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
134132,562.7682,Escherichia coli strain 102014_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
134149,562.7737,Escherichia coli strain 102298_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
134166,562.7759,Escherichia coli strain 102328_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
134183,562.7769,Escherichia coli strain 102366_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
134200,562.7719,Escherichia coli strain 102485_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
134217,562.45845,Escherichia coli strain 103,562.0,cefepime,Resistant,>=64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
134241,562.7694,Escherichia coli strain 103151,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
134371,562.42635,Escherichia coli strain 108,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
134500,562.65796,Escherichia coli strain 123074,562.0,cefepime,Resistant,,,,,,,,,,,
134509,562.65797,Escherichia coli strain 123445,562.0,cefepime,Resistant,,,,,,,,,,,
134526,562.42636,Escherichia coli strain 134,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
134543,562.42637,Escherichia coli strain 136,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
134560,562.42638,Escherichia coli strain 137,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
134577,562.42639,Escherichia coli strain 138,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
134594,562.4264,Escherichia coli strain 139,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
134611,562.42641,Escherichia coli strain 140,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
134992,562.42642,Escherichia coli strain 141,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135009,562.42643,Escherichia coli strain 142,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135026,562.42644,Escherichia coli strain 143,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135043,562.42645,Escherichia coli strain 144,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135060,562.42646,Escherichia coli strain 145,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135271,562.4265,Escherichia coli strain 153,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135304,562.42652,Escherichia coli strain 155,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135321,562.42653,Escherichia coli strain 158,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135338,562.42654,Escherichia coli strain 159,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135396,562.42657,Escherichia coli strain 161,562.0,cefepime,Resistant,15,==,15,mm,Disk diffusion,,,BD,CLSI,,
135418,562.42656,Escherichia coli strain 162,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135436,562.42658,Escherichia coli strain 163,562.0,cefepime,Resistant,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135453,562.42659,Escherichia coli strain 164,562.0,cefepime,Resistant,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135469,562.4266,Escherichia coli strain 165,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135486,562.42661,Escherichia coli strain 166,562.0,cefepime,Resistant,16,==,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135503,562.42662,Escherichia coli strain 169,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135521,562.42663,Escherichia coli strain 170,562.0,cefepime,Susceptible,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135538,562.42664,Escherichia coli strain 172,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135562,562.42665,Escherichia coli strain 190,562.0,cefepime,Resistant,32,==,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135578,562.42666,Escherichia coli strain 194,562.0,cefepime,Susceptible,21,==,21,mm,Disk diffusion,,KB panel,BD,CLSI,,
135602,562.42667,Escherichia coli strain 195,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135619,562.42668,Escherichia coli strain 196,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135636,562.42669,Escherichia coli strain 197,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135653,562.4267,Escherichia coli strain 198,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135670,562.42671,Escherichia coli strain 199,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135687,562.42672,Escherichia coli strain 200,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
135704,562.7717,Escherichia coli strain 200135_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
135721,562.7763,Escherichia coli strain 200232,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
135738,562.7727,Escherichia coli strain 200439_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
135755,562.757,Escherichia coli strain 200456_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
135772,562.7789,Escherichia coli strain 200499,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
135789,562.7667,Escherichia coli strain 200696,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
135806,562.7577,Escherichia coli strain 200708_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
135823,562.7701,Escherichia coli strain 200758_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
135840,562.7618,Escherichia coli strain 200781_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
135857,562.7648,Escherichia coli strain 200959_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
135881,562.7735,Escherichia coli strain 201191_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
135898,562.7646,Escherichia coli strain 201214_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
135915,562.7669,Escherichia coli strain 201350,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
135932,562.7683,Escherichia coli strain 201381_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
135949,562.7637,Escherichia coli strain 201488_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
135966,562.7642,Escherichia coli strain 201534_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
135983,562.7634,Escherichia coli strain 201589_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
136000,562.42673,Escherichia coli strain 202,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136024,562.7741,Escherichia coli strain 202317_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
136041,562.7658,Escherichia coli strain 202374,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
136058,562.7689,Escherichia coli strain 202387,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
136075,562.7721,Escherichia coli strain 202423_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
136092,562.767,Escherichia coli strain 202443_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
136109,562.7617,Escherichia coli strain 202453_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
136126,562.7765,Escherichia coli strain 202474,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
136143,562.7659,Escherichia coli strain 202521_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
136160,562.7731,Escherichia coli strain 202621_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
136177,562.77,Escherichia coli strain 202833_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
136194,562.7582,Escherichia coli strain 202973_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
136218,562.7781,Escherichia coli strain 203470_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
136235,562.42674,Escherichia coli strain 204,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136259,562.7636,Escherichia coli strain 204263_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
136276,562.7645,Escherichia coli strain 204302_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
136293,562.42675,Escherichia coli strain 205,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136317,562.42676,Escherichia coli strain 207,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136341,562.42677,Escherichia coli strain 219,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136356,562.42678,Escherichia coli strain 221,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136373,562.42679,Escherichia coli strain 222,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136391,562.4268,Escherichia coli strain 223,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136406,562.42681,Escherichia coli strain 232,562.0,cefepime,Susceptible,4,==,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136423,562.42682,Escherichia coli strain 233,562.0,cefepime,Susceptible,4,==,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136440,562.42683,Escherichia coli strain 235,562.0,cefepime,Susceptible,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136457,562.42684,Escherichia coli strain 236,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136474,562.42685,Escherichia coli strain 237,562.0,cefepime,Susceptible,4,==,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136494,562.42686,Escherichia coli strain 24,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,,,CLSI,,
136521,562.42687,Escherichia coli strain 240,562.0,cefepime,Resistant,32,==,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136538,562.42688,Escherichia coli strain 241,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136555,562.42689,Escherichia coli strain 243,562.0,cefepime,Intermediate,16,==,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136572,562.4269,Escherichia coli strain 244,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
136589,562.42691,Escherichia coli strain 245,562.0,cefepime,Susceptible,4,<=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
138892,562.42692,Escherichia coli strain 248,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
138915,562.42693,Escherichia coli strain 253,562.0,cefepime,Susceptible,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
138933,562.42694,Escherichia coli strain 254,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
138949,562.42695,Escherichia coli strain 257,562.0,cefepime,Resistant,32,==,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
138966,562.42696,Escherichia coli strain 258,562.0,cefepime,Susceptible,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
138983,562.42697,Escherichia coli strain 259,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139000,562.42698,Escherichia coli strain 262,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139016,562.42699,Escherichia coli strain 263,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139034,562.427,Escherichia coli strain 264,562.0,cefepime,Susceptible,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139050,562.42701,Escherichia coli strain 265,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139067,562.42702,Escherichia coli strain 279,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139084,562.42703,Escherichia coli strain 280,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139102,562.42704,Escherichia coli strain 281,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139119,562.42705,Escherichia coli strain 282,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139136,562.42706,Escherichia coli strain 283,562.0,cefepime,Susceptible,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139154,562.42707,Escherichia coli strain 284,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139171,562.42708,Escherichia coli strain 286,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139187,562.42709,Escherichia coli strain 287,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139204,562.7622,Escherichia coli strain 300073,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
139221,562.778,Escherichia coli strain 300086_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
139238,562.7655,Escherichia coli strain 300711_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
139255,562.7575,Escherichia coli strain 300795_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
139272,562.7688,Escherichia coli strain 300812_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
139289,562.7657,Escherichia coli strain 300814_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
139320,562.7624,Escherichia coli strain 302082,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
139337,562.7728,Escherichia coli strain 302302,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
139354,562.7665,Escherichia coli strain 302613,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
139371,562.7785,Escherichia coli strain 302619,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
139388,562.7649,Escherichia coli strain 302700,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
139405,562.7732,Escherichia coli strain 302701,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
139422,562.7766,Escherichia coli strain 302710,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
139448,562.4271,Escherichia coli strain 309,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139466,562.17733,Escherichia coli strain 30934,562.0,cefepime,Susceptible,==38,==,38,mm,Disk diffusion,,MicroScan,Pro-Lab Diagnostics,SFM,,
139480,562.42711,Escherichia coli strain 314,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139497,562.42712,Escherichia coli strain 316,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139515,562.42713,Escherichia coli strain 317,562.0,cefepime,Susceptible,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139532,562.42714,Escherichia coli strain 318,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139549,562.42715,Escherichia coli strain 319,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139567,562.42716,Escherichia coli strain 325,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139585,562.42717,Escherichia coli strain 326,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139603,562.42718,Escherichia coli strain 327,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139620,562.42719,Escherichia coli strain 337,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139637,562.4272,Escherichia coli strain 338,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139654,562.42721,Escherichia coli strain 343,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139671,562.42722,Escherichia coli strain 344,562.0,cefepime,Susceptible,8,==,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139689,562.42723,Escherichia coli strain 347,562.0,cefepime,Susceptible,4,==,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139727,562.42724,Escherichia coli strain 363,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139744,562.42725,Escherichia coli strain 364,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139762,562.42726,Escherichia coli strain 367,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139780,562.42727,Escherichia coli strain 368,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139798,562.42728,Escherichia coli strain 369,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139823,562.42729,Escherichia coli strain 370,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139849,562.4273,Escherichia coli strain 375,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139866,562.42731,Escherichia coli strain 377,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139905,562.42732,Escherichia coli strain 394,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139923,562.42733,Escherichia coli strain 399,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
139954,562.7661,Escherichia coli strain 400549_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
139971,562.7687,Escherichia coli strain 400654_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
139988,562.7723,Escherichia coli strain 400714_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140005,562.7739,Escherichia coli strain 400896,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140022,562.7705,Escherichia coli strain 400897_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140039,562.775,Escherichia coli strain 400998_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140056,562.7704,Escherichia coli strain 401082,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140073,562.7583,Escherichia coli strain 401174_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140090,562.7673,Escherichia coli strain 401250_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140107,562.7679,Escherichia coli strain 401352,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140124,562.7653,Escherichia coli strain 401363,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140141,562.7792,Escherichia coli strain 401480_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140158,562.7684,Escherichia coli strain 401553,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140175,562.7581,Escherichia coli strain 401596_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140192,562.7641,Escherichia coli strain 401686,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140209,562.7697,Escherichia coli strain 401709_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140226,562.7571,Escherichia coli strain 401886_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140243,562.7692,Escherichia coli strain 401907,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140260,562.7584,Escherichia coli strain 401938_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140277,562.7752,Escherichia coli strain 402048_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140294,562.7565,Escherichia coli strain 402058_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140311,562.7644,Escherichia coli strain 402074_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140328,562.7668,Escherichia coli strain 402078,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140345,562.7672,Escherichia coli strain 402097_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140362,562.7743,Escherichia coli strain 402099_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140379,562.7664,Escherichia coli strain 402138_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140396,562.7754,Escherichia coli strain 402227_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140413,562.7778,Escherichia coli strain 402248_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140430,562.7776,Escherichia coli strain 402403,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140447,562.776,Escherichia coli strain 402480_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140464,562.7773,Escherichia coli strain 402605,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140481,562.7757,Escherichia coli strain 402617,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140498,562.7758,Escherichia coli strain 402635,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140515,562.7726,Escherichia coli strain 402654_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140532,562.7627,Escherichia coli strain 402696,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140549,562.7733,Escherichia coli strain 402743_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140566,562.7745,Escherichia coli strain 402767,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140583,562.7779,Escherichia coli strain 402770_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140600,562.7663,Escherichia coli strain 402794,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140617,562.7654,Escherichia coli strain 402798,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140634,562.7621,Escherichia coli strain 402837,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140651,562.7777,Escherichia coli strain 402842,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
